id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO867009359,Manilla Seguridad Papel Tyvek Eventos ( 13.000 Unidades),new,gold_special,https://articulo.mercadolibre.com.co/MCO-867009359-manilla-seguridad-papel-tyvek-eventos-13000-unidades-_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,1618000,,1,True,2042-03-02T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,166137471,COLORGRAFFPLUSS,36.0,44944.44,0.0,COP,
MCO580567945,Visit The Coolbestda Stor 2pcs Funda De Goma,new,gold_special,https://articulo.mercadolibre.com.co/MCO-580567945-visit-the-coolbestda-stor-2pcs-funda-de-goma-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,124000,,1,True,2040-08-28T04:00:00.000Z,False,[],MCO40433,False,True,cross_docking,me2,['mandatory_free_shipping'],,,192538642,MIBICY_COM,36.0,3444.44,0.0,COP,Visit the Coolbestda Stor
MCO484490497,Manillas De Seguridad Para Eventos X 100 Unidades,new,gold_special,https://articulo.mercadolibre.com.co/MCO-484490497-manillas-de-seguridad-para-eventos-x-100-unidades-_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,50000,,100,True,2038-09-07T04:00:00.000Z,False,[],MCO40433,False,False,xd_drop_off,me2,[],,,98317232,DIANGI81,36.0,1388.89,0.0,COP,
MCO894368648,En Concierto.,new,gold_special,https://articulo.mercadolibre.com.co/MCO-894368648-en-concierto-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,226000,,1,True,2042-05-10T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,72056018,MARIKDITAS CO,36.0,6277.78,0.0,COP,Cd Baby
MCO876603826,Manilla De Seguridad Vip Tyvek-para Eventos (3.000 Unidades),new,gold_special,https://articulo.mercadolibre.com.co/MCO-876603826-manilla-de-seguridad-vip-tyvek-para-eventos-3000-unidades-_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,388000,,1,True,2042-03-25T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,166137471,COLORGRAFFPLUSS,36.0,10777.78,0.0,COP,
MCO567852687,Concierto De 81 Cumpleaños,new,gold_special,https://articulo.mercadolibre.com.co/MCO-567852687-concierto-de-81-cumpleanos-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,110900,,1,True,2040-06-19T04:00:00.000Z,False,[],MCO40433,False,True,cross_docking,me2,['mandatory_free_shipping'],,,221747504,ANICAM-BUSINESS,36.0,3080.56,0.0,COP,
MCO1981020258,Manilla Seguridad Papel Tyvek Para Eventos ( 3.500 Und ),new,gold_special,https://articulo.mercadolibre.com.co/MCO-1981020258-manilla-seguridad-papel-tyvek-para-eventos-3500-und--_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,453000,,1,True,2043-10-19T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,166137471,COLORGRAFFPLUSS,36.0,12583.33,0.0,COP,
MCO532883648,604-234 Actuador De Puerta De Mezcla Hvac Para Ford Explorer,new,gold_special,https://articulo.mercadolibre.com.co/MCO-532883648-604-234-actuador-de-puerta-de-mezcla-hvac-para-ford-explorer-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,166000,,1,True,2039-09-01T04:00:00.000Z,False,[],MCO40433,False,True,cross_docking,me2,['mandatory_free_shipping'],,,315504023,MAUJA_GROUP,36.0,4611.11,0.0,COP,Genérica
MCO888799784,Manilla Seguridad Papel Tyvek Para Eventos (10.000 Unidades),new,gold_special,https://articulo.mercadolibre.com.co/MCO-888799784-manilla-seguridad-papel-tyvek-para-eventos-10000-unidades-_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,1250000,,1,True,2042-04-27T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,166137471,COLORGRAFFPLUSS,36.0,34722.22,0.0,COP,
MCO533096266,El Juego De Rol Para Maestros  Play Incluye,new,gold_special,https://articulo.mercadolibre.com.co/MCO-533096266-el-juego-de-rol-para-maestros-play-incluye-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,308000,,1,True,2039-09-05T04:00:00.000Z,False,[],MCO40433,False,True,cross_docking,me2,['mandatory_free_shipping'],,,315504023,MAUJA_GROUP,36.0,8555.56,0.0,COP,Genérica
