id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1307903837,Correa Cordon Cuerda Colgante Para Celular Universal,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-1307903837-correa-cordon-cuerda-colgante-para-celular-universal-_JM,buy_it_now,MCO,MCO442253,MCO-CELLPHONE_ACCESSORIES,19000,,1,True,2043-06-18T04:00:00.000Z,False,[],MCO1051,False,False,xd_drop_off,me2,['self_service_in'],,,1045894339,HYV STORE,,,,,Genérica
MCO1269137901,Pulsera De Repuesto Para Redmi Smart Band 2 + Funda Azul,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1269137901-pulsera-de-repuesto-para-redmi-smart-band-2-funda-azul-_JM,buy_it_now,MCO,MCO434353,MCO-SMARTWATCH_AND_WATCH_BANDS,31790,,500,True,2043-03-04T04:00:00.000Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,139705540,MUNDONETTECH,36.0,883.06,0.0,COP,Genérica
MCO843243941,Estuche Forro Case Compatible Con iPhone 11 / Pro / Max,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-843243941-estuche-forro-case-compatible-con-iphone-11-pro-max-_JM,buy_it_now,MCO,MCO169817,MCO-CELLPHONE_COVERS,17500,,1,True,2041-12-13T04:00:00.000Z,False,[],MCO1051,False,False,xd_drop_off,me2,['self_service_in'],,,1011208831,SQER ACCESORIOS,,,,,Genérica
MCO1965071944,Correa Deportiva Para Smartwatch Xiaomi Mi Band 7 Pro,new,,gold_special,https://articulo.mercadolibre.com.co/MCO-1965071944-correa-deportiva-para-smartwatch-xiaomi-mi-band-7-pro-_JM,buy_it_now,MCO,MCO434353,MCO-SMARTWATCH_AND_WATCH_BANDS,15900,,1,True,2043-10-09T04:00:00.000Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,242854941,WIKI ELECTRONIC,,,,,Genérica
MCO865555263,Funda Protectora Pantalla Completa Amazfit Gts 2 / 2e / 3,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-865555263-funda-protectora-pantalla-completa-amazfit-gts-2-2e-3-_JM,buy_it_now,MCO,MCO417718,MCO-SMARTWATCH_AND_WRISTWATCH_SCREEN_PROTECTORS,14990,,1,True,2042-02-25T04:00:00.000Z,False,[],MCO1051,False,False,fulfillment,me2,"['fulfillment', 'self_service_in']",,,170147922,SUPPORTLABSTORE.,,,,,Genérica
MCO850673746,Soporte Para Teléfono Móvil O Celular  Multifunció Para Todo,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-850673746-soporte-para-telefono-movil-o-celular-multifuncio-para-todo-_JM,buy_it_now,MCO,MCO6944,MCO-CELLPHONE_ACCESSORIES,15000,,50,True,2042-01-10T04:00:00.000Z,False,[],MCO1051,False,False,cross_docking,me2,[],,,625786821,IMPORTACIONESKMGSASIMPORTACI,,,,,NECK HOLDER
MCO2101560726,"Guantes, Fundas Para Dedos Gamer De Ultraduracion V1",new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-2101560726-guantes-fundas-para-dedos-gamer-de-ultraduracion-v1-_JM,buy_it_now,MCO,MCO167698,MCO-CELLPHONE_ACCESSORIES,5900,,1,True,2043-12-12T04:00:00.000Z,False,[],MCO1051,False,False,fulfillment,me2,"['fulfillment', 'self_service_out']",,,127583558,TIENDAS HORUSKY,,,,,V1
MCO654815894,Mejor Sim Card Estados Unidos Por 15 Días Datos Ilimitados,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-654815894-mejor-sim-card-estados-unidos-por-15-dias-datos-ilimitados-_JM,buy_it_now,MCO,MCO10983,MCO-SIM_CARDS,158000,,1,True,2041-08-05T04:00:00.000Z,False,[],MCO1051,False,True,fulfillment,me2,"['fulfillment', 'self_service_out', 'mandatory_free_shipping']",,,377634425,TELECOM CORP,12.0,13166.67,0.0,COP,T-Mobile
MCO957325715,Soporte Celular Carro Porta Vasos Giratorio 360º Ajustable,new,,gold_pro,https://articulo.mercadolibre.com.co/MCO-957325715-soporte-celular-carro-porta-vasos-giratorio-360-ajustable-_JM,buy_it_now,MCO,MCO429452,MCO-VEHICLE_CELLPHONE_AND_GPS_MOUNTS,44910,49900.0,1,True,2043-12-05T21:08:12.316Z,False,[],MCO1051,False,False,fulfillment,me2,"['fulfillment', 'self_service_in']",,,43305026,SANSA TIENDAONLINE,12.0,3742.5,0.0,COP,portavaso
MCO654837889,Funda Estuche Anti Golpes Anillo Compatible Huawei,new,MCO23919739,gold_pro,https://articulo.mercadolibre.com.co/MCO-654837889-funda-estuche-anti-golpes-anillo-compatible-huawei-_JM,buy_it_now,MCO,MCO169817,MCO-CELLPHONE_COVERS,28405,29900.0,100,True,2041-08-05T04:00:00.000Z,False,[],MCO1051,False,False,cross_docking,me2,['self_service_in'],,,306914978,LATIENDA JAK,12.0,2367.08,0.0,COP,Genérica
