id,title,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,official_store_id,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname
MCO1875860956,Profesor Matemáticas Clases Tareas Bachillerato Universidad,gold_premium,https://servicio.mercadolibre.com.co/MCO-1875860956-profesor-matematicas-clases-tareas-bachillerato-universidad-_JM,classified,MCO,MCO9003,MCO-COURSES_AND_CLASSES_SERVICES,,1,,False,2024-03-03T04:04:31.242Z,"{'address_line': '168 65', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNFRDQ1MjM5Mw', 'name': 'Cedritos'}, 'city': {'id': 'TUNPQ0JPRzYwNjYwNA', 'name': 'Bogota'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7251363, 'longitude': -74.0395596}","{'contact': 'Mauricio Pachón', 'other_info': '', 'webpage': 'matematicasbasicasyavanzadas.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,188763365,CELMIRA 19231012
MCO1335024959,Alquiler De Sillas Mesas Vajilla Eventos Paella Refrigerios ,gold_premium,https://fiesta-evento.mercadolibre.com.co/MCO-1335024959-alquiler-de-sillas-mesas-vajilla-eventos-paella-refrigerios-_JM,classified,MCO,MCO155485,MCO-CLOTHING_RENTAL_SERVICES,,1,,False,2024-03-03T04:05:24.445Z,"{'address_line': 'carrera 71d 64c 28', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMMzgyODE', 'name': 'El Paseo'}, 'city': {'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6774521, 'longitude': -74.1011181}","{'contact': 'Juan Sierra', 'other_info': 'norte de Bogotá', 'webpage': 'https://paellasvipcatering.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,142576863,JUANSIERRA531
MCO2023201980,Acarreos  Pequeños Economicos Bogotá  Trasteos Mudanzas,gold_premium,https://servicio.mercadolibre.com.co/MCO-2023201980-acarreos-pequenos-economicos-bogota-trasteos-mudanzas-_JM,classified,MCO,MCO155427,MCO-TRANSPORT_SERVICES,,1,,False,2024-05-12T04:01:55.026Z,"{'address_line': 'Calle 142c 138a  35', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkpVTDQ3NjQy', 'name': 'Julio Flórez'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.748309, 'longitude': -74.1124302}","{'contact': 'Ricardo Aponte', 'other_info': '', 'webpage': 'https://www.facebook.com/acarreosricardoaponte/', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,107549984,SERVIACARREOS
MCO1390035817,"Divisiones Para Baño En Vidrio Templado, Ventanas, Puertas,",gold_premium,https://reparacion-instalacion.mercadolibre.com.co/MCO-1390035817-divisiones-para-bano-en-vidrio-templado-ventanas-puertas-_JM,classified,MCO,MCO166613,MCO-INSTALLATION_AND_REPAIR_TECHNICAL_SERVICES,,1,,False,2024-08-08T12:06:58.009Z,"{'address_line': '159  7d- 06 3186366455', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMVDI0Njk0', 'name': 'Altablanca'}, 'city': {'id': 'TUNPQ1VTQTY3MTQ1', 'name': 'Usaquén'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.570868, 'longitude': -74.297333}","{'contact': 'alvaro calero whatsapp 3186366455   (www.acrdivisionesyservicios.com)', 'other_info': '', 'webpage': 'www.acrdivisionesyservicios.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,208745941,ALVARO CALERO
MCO1391295219,Transporte Y Alquiler De Vans  En Bogotá  3133197511,gold_premium,https://servicio.mercadolibre.com.co/MCO-1391295219-transporte-y-alquiler-de-vans-en-bogota-3133197511-_JM,classified,MCO,MCO155428,MCO-TRANSPORT_SERVICES,,1,,False,2024-08-18T18:03:27.934Z,"{'address_line': 'calle 64 bis# 107c15 5419108', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMNzE5ODc', 'name': 'El Muelle'}, 'city': {'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.699709, 'longitude': -74.1290261}","{'contact': '3133197511', 'other_info': '', 'webpage': 'www.transvans.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,239473862,GUJH7927120
MCO1382609611,"Certificacion Cableado Estructurado, Puntos De Red",gold_premium,https://profesional.mercadolibre.com.co/MCO-1382609611-certificacion-cableado-estructurado-puntos-de-red-_JM,classified,MCO,MCO1894,MCO-OTHER_SERVICES,7000.0,1,,False,2024-07-16T04:02:38.295Z,"{'address_line': 'CALLE 5B 27-39', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjY2Mzgw', 'name': 'Santa Isabel'}, 'city': {'id': 'TUNPQ01BUjU5NzU1', 'name': 'Martires'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6038682, 'longitude': -74.0965385}","{'contact': 'Nelson Gutierrez', 'other_info': '', 'webpage': 'www.ngelecsas.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,486763062,NGELEC INGENIERIA
MCO1371141481,"Importadores Pisos Spc Pvc Y/o Laminados , Wp 3202504700",gold_premium,https://servicio.mercadolibre.com.co/MCO-1371141481-importadores-pisos-spc-pvc-yo-laminados-wp-3202504700-_JM,classified,MCO,MCO9077,MCO-OTHER_SERVICES,73000.0,1,,False,2024-06-10T04:00:09.130Z,"{'address_line': 'Carrera 23 #122-59, Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjMzMDU3', 'name': 'Santa Bárbara Occidental'}, 'city': {'id': 'TUNPQ1VTQTY3MTQ1', 'name': 'Usaquén'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7041097, 'longitude': -74.0531369}","{'contact': 'Pisos laminados de colombia sas', 'other_info': 'whats app 24 horas 3202504700 siempre atento', 'webpage': 'www.pisoslaminadosdecolombia.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,179403359,LAMIDECOLOMBIA
MCO1946904072,Alquiler De Impresoras Escaner Y Fotocopiadoras,gold_premium,https://servicio.mercadolibre.com.co/MCO-1946904072-alquiler-de-impresoras-escaner-y-fotocopiadoras-_JM,classified,MCO,MCO41707,MCO-OTHER_SERVICES,,1,,False,2024-04-08T09:23:52.141Z,"{'address_line': '12 B 9-33', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNBTjI2MzI5', 'name': 'Candelaria'}, 'city': {'id': 'TUNPQ0NBTjU1NTU5', 'name': 'La Candelaria'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6012431, 'longitude': -74.0764371}","{'contact': 'Javier Hernandez', 'other_info': 'Edificio Sabana', 'webpage': 'www.systemnetingenieria.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,,not_specified,[],,,142682046,JAVIERALCIDESHERNANDEZ
MCO1359992323,Concentrador De Oxigeno Mantenimiento Servicio Tecnico,gold_premium,https://reparacion-instalacion.mercadolibre.com.co/MCO-1359992323-concentrador-de-oxigeno-mantenimiento-servicio-tecnico-_JM,classified,MCO,MCO166614,MCO-TECHNOLOGY_TECHNICAL_ASSISTANCES,,1,,False,2024-05-12T04:00:56.769Z,"{'address_line': '99 49', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBMTY1MDI', 'name': 'La Castellana'}, 'city': {'id': 'TUNPQ0JBUjEyNTcx', 'name': 'Barrios Unidos'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6825769, 'longitude': -74.0608558}","{'contact': 'cesar farfan', 'other_info': '5612837828', 'webpage': 'www.tecnousa.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,22843767,COMPRATECNOUSA
MCO2058054950,Asesorías Levp Trabajos De Grado-tesis,gold,https://profesional.mercadolibre.com.co/MCO-2058054950-asesorias-levp-trabajos-de-grado-tesis-_JM,classified,MCO,MCO1544,MCO-OTHER_SERVICES,,1,,False,2024-02-28T09:45:43.807Z,"{'address_line': 'Calle 33C 88A-115', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBVTg0OTAyNg', 'name': 'Laureles'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.233092, 'longitude': -75.5612311}","{'contact': '', 'other_info': '', 'webpage': 'https://asesoriaslevp.wixsite.com/asesoriaslevp-tesis', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,262339330,VELI5900841
MCO1359670965,"Grupo Musical Musica Variada Y Carranguera, Musicos",gold_premium,https://fiesta-evento.mercadolibre.com.co/MCO-1359670965-grupo-musical-musica-variada-y-carranguera-musicos-_JM,classified,MCO,MCO9129,MCO-PARTIES_AND_EVENTS_SERVICES,,1,,False,2024-05-11T09:23:52.031Z,"{'address_line': '11 80', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNBUzI1MDYzOQ', 'name': 'Castilla'}, 'city': {'id': 'TUNPQ0tFTjQyODYy', 'name': 'Kennedy'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6395037, 'longitude': -74.1401447}","{'contact': '', 'other_info': '', 'webpage': 'arteymarketing.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,170234380,JAELMERCHAN
MCO1367200229,Centro De Servicio Y Reparación De Celulares Huawei,gold_premium,https://reparacion-instalacion.mercadolibre.com.co/MCO-1367200229-centro-de-servicio-y-reparacion-de-celulares-huawei-_JM,classified,MCO,MCO3653,MCO-OTHER_SERVICES,,1,1603.0,False,2024-05-29T04:00:26.026Z,"{'address_line': '77 16a-36', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFOVDI4MjYw', 'name': 'Antiguo Country'}, 'city': {'id': 'TUNPQ0NIQTk2OTI1', 'name': 'Chapinero'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6700345, 'longitude': -74.0579185}","{'contact': 'Hexmader Maldonado galvis', 'other_info': 'oficina 404', 'webpage': 'https://chsolucionesentecnologia.com/', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,201969527,CAMILO HERNANDEZSOLUCIONES
MCO1359966453,Equipo De Oxigeno Mantenimiento Inogen Philips Servicio,gold_premium,https://servicio.mercadolibre.com.co/MCO-1359966453-equipo-de-oxigeno-mantenimiento-inogen-philips-servicio-_JM,classified,MCO,MCO155392,MCO-MEDICINE_AND_HEALTH_SERVICES,,1,,False,2024-05-12T04:00:30.079Z,"{'address_line': '99 49', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBMTY1MDI', 'name': 'La Castellana'}, 'city': {'id': 'TUNPQ0JBUjEyNTcx', 'name': 'Barrios Unidos'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6825769, 'longitude': -74.0608558}","{'contact': 'cesar farfan', 'other_info': '5612837828', 'webpage': 'www.tecnousa.com', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,22843767,COMPRATECNOUSA
MCO1992173128,Alquiler Bingos,gold_premium,https://fiesta-evento.mercadolibre.com.co/MCO-1992173128-alquiler-bingos-_JM,classified,MCO,MCO118390,MCO-PARTIES_AND_EVENTS_SERVICES,450000.0,1,,False,2024-04-25T04:09:29.000Z,"{'address_line': '52a 47a sur', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlZFTjc4NzEw', 'name': 'Venecia'}, 'city': {'id': 'TUNPQ1RVTjE0ODY0', 'name': 'Tunjuelito'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6810082, 'longitude': -74.0912786}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,43028795,JAIMITO2022
MCO1913539702,Alquiler Saltarines Inflables Trampolines Pelotas 3133563629,gold_premium,https://fiesta-evento.mercadolibre.com.co/MCO-1913539702-alquiler-saltarines-inflables-trampolines-pelotas-3133563629-_JM,classified,MCO,MCO92647,MCO-OTHER_SERVICES,70000.0,1,,False,2024-03-16T04:00:46.229Z,"{'address_line': 'Calle 129 #53, Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlBSQTY3NjQy', 'name': 'Prado Veraniego'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.71642, 'longitude': -74.06022}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1540,False,False,not_specified,not_specified,[],,,549800451,DIVERPARK EVENTOS.COM
