id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1306890317,Moneda De 1 Dólar Conmemorativa James Madison ,used,gold_pro,https://articulo.mercadolibre.com.co/MCO-1306890317-moneda-de-1-dolar-conmemorativa-james-madison-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,110000,1,True,2043-06-17T21:48:01.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,[],,,52019687,JULIOCEGAVE,12.0,9166.67,0.0,COP,One Dollar
MCO1092266607,Colombia Moneda 1 Peso 1979,used,gold_special,https://articulo.mercadolibre.com.co/MCO-1092266607-colombia-moneda-1-peso-1979-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,8000,1,True,2042-11-20T04:00:00.000Z,False,[],MCO1367,False,False,drop_off,me2,[],,,91086457,NIKY6919,,,,,
MCO1316314069,Moneda Estados Unidos 1 Dolar Sacagawea 2000 D Circulada,used,gold_special,https://articulo.mercadolibre.com.co/MCO-1316314069-moneda-estados-unidos-1-dolar-sacagawea-2000-d-circulada-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,12000,1,True,2043-07-13T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,285275226,IJGU IJGU,,,,,Dolar
MCO862950346,Moneda De Francia 20 Centimos De Euro Circulado,used,gold_special,https://articulo.mercadolibre.com.co/MCO-862950346-moneda-de-francia-20-centimos-de-euro-circulado-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,5000,1,True,2042-02-17T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,285275226,IJGU IJGU,,,,,
MCO482790086,"Moneda España 50 Centimos De Euro 2000, Cervantes",used,gold_pro,https://articulo.mercadolibre.com.co/MCO-482790086-moneda-espana-50-centimos-de-euro-2000-cervantes-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,5000,1,True,2041-07-07T15:05:20.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,285275226,IJGU IJGU,,,,,
MCO1197243992,Moneda Antigua De 20 Pesos Colombiano ,used,gold_special,https://articulo.mercadolibre.com.co/MCO-1197243992-moneda-antigua-de-20-pesos-colombiano-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,149000,1,True,2043-01-14T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,31746316,MARSILVAMORENO,36.0,4138.89,0.0,COP,
MCO1942025458,"1000 Pesos 1996, 1997 Y 1998",used,gold_special,https://articulo.mercadolibre.com.co/MCO-1942025458-1000-pesos-1996-1997-y-1998-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,90000,1,True,2043-09-26T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,143141724,WORLD COLLECTIONS100,36.0,2500.0,0.0,COP,
MCO650542534,Monedas Antiguas De Colección De Colombia 4 Monedas,used,gold_special,https://articulo.mercadolibre.com.co/MCO-650542534-monedas-antiguas-de-coleccion-de-colombia-4-monedas-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,180000,1,True,2041-07-22T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,['self_service_out'],,,10753182,SHOPNOWME,36.0,5000.0,0.0,COP,
MCO482787262,"Moneda España 1 Euro Bimetalica Año 2001, Rey Juan Carlos",used,gold_pro,https://articulo.mercadolibre.com.co/MCO-482787262-moneda-espana-1-euro-bimetalica-ano-2001-rey-juan-carlos-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,9000,1,True,2041-07-07T14:24:12.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,285275226,IJGU IJGU,,,,,
MCO498311675,Moneda Cuarto Dolar 1776-1976 Estados Unidos,used,gold_special,https://articulo.mercadolibre.com.co/MCO-498311675-moneda-cuarto-dolar-1776-1976-estados-unidos-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,99000,1,True,2038-12-15T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,250141974,SAJO9137908,36.0,2750.0,0.0,COP,
