id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO883919243,Moneda De 10000 De La Fac Excelente Estado ,new,gold_special,https://articulo.mercadolibre.com.co/MCO-883919243-moneda-de-10000-de-la-fac-excelente-estado-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,220000,1,True,2043-12-05T23:51:50.426Z,False,[],MCO1367,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,37389731,PUPI_650,36.0,6111.11,0.0,COP,Colombia
MCO1913274264,Colombia 10 Pesos Oro 1944 Excelente Estado,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1913274264-colombia-10-pesos-oro-1944-excelente-estado-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,699900,1,True,2043-09-13T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,179783507,LEONZ146,36.0,19441.67,0.0,COP,Genérica
MCO1211202935,Accesorio De Campana De Motociclista Con Alas De Corazón O.,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1211202935-accesorio-de-campana-de-motociclista-con-alas-de-corazon-o-_JM,buy_it_now,MCO,MCO172914,MCO-KEYCHAINS,121990,1,True,2043-04-02T18:38:39.000Z,False,[],MCO1367,False,True,drop_off,me2,['mandatory_free_shipping'],,,709478262,ATUCASA-SHOP,12.0,10165.83,0.0,COP,Bravo Bells
MCO1312258895,10 Capsulas Para Moneda Negro,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1312258895-10-capsulas-para-moneda-negro-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,60000,500,True,2043-07-02T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,1192175719,ZANAHORISDANIAN20220904173445,12.0,5000.0,0.0,COP,
MCO1646670894,Bandera Atlético Nacional 1.50x90cm Exterior Grande,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1646670894-bandera-atletico-nacional-150x90cm-exterior-grande-_JM,buy_it_now,MCO,MCO393901,MCO-FLAGS,49990,1,True,2043-11-17T22:28:38.660Z,False,[],MCO1367,False,False,cross_docking,me2,['self_service_in'],,,254808136,VITTORIA FAST,36.0,1388.61,0.0,COP,
MCO1235444429,Billetes  Colombianos De 10 Pesos Del Año 1980,used,gold_special,https://articulo.mercadolibre.com.co/MCO-1235444429-billetes-colombianos-de-10-pesos-del-ano-1980-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,1500000,1,True,2043-02-06T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,[],,,638328013,NANCYNELLYMOSQUERA,36.0,41666.67,0.0,COP,Banco de la República
MCO1372591465,Estuche Azul Con Moneda Madre Laura Montoya 5.000 Pesos 2015,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1372591465-estuche-azul-con-moneda-madre-laura-montoya-5000-pesos-2015-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,169999,1,True,2043-12-13T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,156347552,CAROLN2014,12.0,14166.58,0.0,COP,BRC
MCO894007707,Austor Juego De Tambor De Lijado De 132 Piezas Con Caja Libr,new,gold_special,https://articulo.mercadolibre.com.co/MCO-894007707-austor-juego-de-tambor-de-lijado-de-132-piezas-con-caja-libr-_JM,buy_it_now,MCO,MCO439433,MCO-ANTIQUES,109000,1,True,2042-05-08T04:00:00.000Z,False,[],MCO1367,False,False,not_specified,not_specified,[],,,451140712,FREE_ZONE_CO,36.0,3027.78,0.0,COP,
MCO930436724,Bandera - Bandera De Oración Budista Anley Tibet Cinco Eleme,new,gold_special,https://articulo.mercadolibre.com.co/MCO-930436724-bandera-bandera-de-oracion-budista-anley-tibet-cinco-eleme-_JM,buy_it_now,MCO,MCO393901,MCO-FLAGS,127000,1,True,2042-07-18T04:00:00.000Z,False,[],MCO1367,False,True,cross_docking,me2,['mandatory_free_shipping'],,,660574270,TATITEL.CO,36.0,3527.78,0.0,COP,
MCO1911728538,Lote Monedas 50 Centavos - Años De 1959 A 1968,used,gold_pro,https://articulo.mercadolibre.com.co/MCO-1911728538-lote-monedas-50-centavos-anos-de-1959-a-1968-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,200000,1,True,2043-09-11T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,201535948,ANIV2039926,12.0,16666.67,0.0,COP,
MCO1575614412,Billete Error 100 Pesos 12/oct/1988 Unc Espejo Serial,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1575614412-billete-error-100-pesos-12oct1988-unc-espejo-serial-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,40000,1,True,2043-05-07T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,156347552,CAROLN2014,12.0,3333.33,0.0,COP,
MCO1289005139,Bandera Camerún 1.50x90cm Exterior Grande,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1289005139-bandera-camerun-150x90cm-exterior-grande-_JM,buy_it_now,MCO,MCO393901,MCO-FLAGS,49990,1,True,2043-11-15T21:54:43.029Z,False,[],MCO1367,False,False,cross_docking,me2,['self_service_in'],,,193264204,VITTORIA.COM.CO,36.0,1388.61,0.0,COP,
MCO540704086,Moneda España 50 Cent Euro 1999 Cervantes,used,gold_special,https://articulo.mercadolibre.com.co/MCO-540704086-moneda-espana-50-cent-euro-1999-cervantes-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,11366,1,True,2040-06-27T16:39:08.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,95325698,RONCESVALLES2010,,,,,
MCO1269379863,"Paquete X7 Billetes Colombianos, Placas Metálicas Decorativa",new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1269379863-paquete-x7-billetes-colombianos-placas-metalicas-decorativa-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,89900,250,True,2043-03-05T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,449381363,OSIRIS ONLINE,12.0,7491.67,0.0,COP,osiris online
MCO863059994,Argolla Plana Para Llaveros Y Llaves / 3/4 - 25mm/ X 100 Und,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-863059994-argolla-plana-para-llaveros-y-llaves-34-25mm-x-100-und-_JM,buy_it_now,MCO,MCO172914,MCO-KEYCHAINS,26900,1,True,2042-02-17T04:00:00.000Z,False,[],MCO1367,False,False,drop_off,me2,[],,,517772044,FERRELECTRICOSPASTO.COM,12.0,2241.67,0.0,COP,Genérica
MCO486422060,Moneda 2 Centavos Colombia 1959,not_specified,gold_special,https://articulo.mercadolibre.com.co/MCO-486422060-moneda-2-centavos-colombia-1959-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,55000,1,True,2038-09-22T17:03:52.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,250141974,SAJO9137908,36.0,1527.78,0.0,COP,
MCO1334621313, Colombia Duo Numeros Consecutivos 20000 Pesos 2003  Unc.,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1334621313-colombia-duo-numeros-consecutivos-20000-pesos-2003-unc-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,199900,1,True,2043-08-30T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,179783507,LEONZ146,36.0,5552.78,0.0,COP,Genérica
MCO640979088,Bandera - Anley Latin America 20 Countries String Flags - As,new,gold_special,https://articulo.mercadolibre.com.co/MCO-640979088-bandera-anley-latin-america-20-countries-string-flags-as-_JM,buy_it_now,MCO,MCO393901,MCO-FLAGS,128000,1,True,2041-06-24T04:00:00.000Z,False,[],MCO1367,False,True,cross_docking,me2,['mandatory_free_shipping'],,,163181195,MAUJA_BUSINESS,36.0,3555.56,0.0,COP,
MCO1305776285,Moneda Conmemorativa 40 Años Diego Armando Maradona,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1305776285-moneda-conmemorativa-40-anos-diego-armando-maradona-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,100000,1,True,2043-06-10T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,99780261,COLECCIONES-PANINI-COLOMBIA,36.0,2777.78,0.0,COP,Casa de la Moneda Repubica Argentina
MCO1415578756,Billete 10 Pesos 01/ene/1975 Colombia Au,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1415578756-billete-10-pesos-01ene1975-colombia-au-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,11500,1,True,2043-03-30T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,['self_service_in'],,,156347552,CAROLN2014,,,,,
MCO633487730,Colombia Moneda 50 Centavos 1966,used,gold_special,https://articulo.mercadolibre.com.co/MCO-633487730-colombia-moneda-50-centavos-1966-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,4000,1,True,2041-06-03T04:00:00.000Z,False,[],MCO1367,False,False,drop_off,me2,[],,,91086457,NIKY6919,,,,,
MCO937630132,Llavero Fino Auto Carro Vehículo Moto Zamak Símbolo Ford,new,gold_special,https://articulo.mercadolibre.com.co/MCO-937630132-llavero-fino-auto-carro-vehiculo-moto-zamak-simbolo-ford-_JM,buy_it_now,MCO,MCO172914,MCO-KEYCHAINS,25000,1,True,2043-10-20T05:21:28.000Z,False,[],MCO1367,False,False,cross_docking,me2,['self_service_in'],,,23804905,VYH TECHSOLUTIONS,36.0,694.44,0.0,COP,Ford
MCO1283181633,Bandera Colombia 130 X 90 Centímetros Escudo Tela Satinada,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1283181633-bandera-colombia-130-x-90-centimetros-escudo-tela-satinada-_JM,buy_it_now,MCO,MCO393901,MCO-FLAGS,44900,1,True,2043-04-07T04:00:00.000Z,False,[],MCO1367,False,False,cross_docking,me2,['self_service_in'],,,777243455,COYOTEMARKETCOL,36.0,1247.22,0.0,COP,
