id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO2162825142,Rf Explorer,new,gold_special,https://articulo.mercadolibre.com.co/MCO-2162825142-rf-explorer-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,1500597,1,True,2044-01-14T04:00:00.000Z,False,[],MCO40433,False,True,drop_off,me2,['mandatory_free_shipping'],,,217318987,JSSHOPPING96,36.0,41683.25,0.0,COP,seeed studio
MCO815448744,Manilla De Seguridad-brazaletes Vip-papel Tyvek-para Eventos,new,gold_special,https://articulo.mercadolibre.com.co/MCO-815448744-manilla-de-seguridad-brazaletes-vip-papel-tyvek-para-eventos-_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,28500,50,True,2041-09-24T04:00:00.000Z,False,[],MCO40433,False,False,xd_drop_off,me2,[],,,166137471,COLORGRAFFPLUSS,36.0,791.67,0.0,COP,
MCO831351212,Manillas Seguridad Papel Tyvek Eventos ( 1.500 Impresas ),new,gold_special,https://articulo.mercadolibre.com.co/MCO-831351212-manillas-seguridad-papel-tyvek-eventos-1500-impresas--_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,210000,50,True,2041-11-08T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,166137471,COLORGRAFFPLUSS,36.0,5833.33,0.0,COP,
MCO2202363290,"Packism Monederos Transparentes Para Estadio De Mujer, Paque",new,gold_special,https://articulo.mercadolibre.com.co/MCO-2202363290-packism-monederos-transparentes-para-estadio-de-mujer-paque-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,139435,1,True,2044-02-02T04:00:00.000Z,False,[],MCO40433,False,True,drop_off,me2,['mandatory_free_shipping'],,,487295600,XIMEYLOPEZ,36.0,3873.19,0.0,COP,Packism
MCO942295283,Manilla Seguridad Papel Tyvek Para Eventos ( 5.000 Impresas),new,gold_special,https://articulo.mercadolibre.com.co/MCO-942295283-manilla-seguridad-papel-tyvek-para-eventos-5000-impresas-_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,690000,1,True,2042-08-06T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,166137471,COLORGRAFFPLUSS,36.0,19166.67,0.0,COP,
MCO603599438,"Leamtuzo, Gafas Led, Personaliza Mensajes Gafas Led Bluetoot",new,gold_special,https://articulo.mercadolibre.com.co/MCO-603599438-leamtuzo-gafas-led-personaliza-mensajes-gafas-led-bluetoot-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,325000,1,True,2041-01-18T04:00:00.000Z,False,[],MCO40433,False,True,cross_docking,me2,['mandatory_free_shipping'],,,163181195,MAUJA_BUSINESS,36.0,9027.78,0.0,COP,
MCO822905494,Manillas Seguridad Papel Tyvek Para Eventos ( 160 Impresas ),new,gold_special,https://articulo.mercadolibre.com.co/MCO-822905494-manillas-seguridad-papel-tyvek-para-eventos-160-impresas--_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,38500,1,True,2041-10-14T04:00:00.000Z,False,[],MCO40433,False,False,xd_drop_off,me2,[],,,166137471,COLORGRAFFPLUSS,36.0,1069.44,0.0,COP,
MCO501957633,"Warner Gangsters Collection, Vol. (2 Balas O Boletas / Ciuda",new,gold_special,https://articulo.mercadolibre.com.co/MCO-501957633-warner-gangsters-collection-vol-2-balas-o-boletas-ciuda-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,221000,1,True,2039-06-30T23:06:17.000Z,False,[],MCO40433,False,True,cross_docking,me2,['mandatory_free_shipping'],,,163181195,MAUJA_BUSINESS,36.0,6138.89,0.0,COP,
MCO598360348,Manilla De Seguridad-brazaletes Vip-papel Tyvek-para Eventos,new,gold_special,https://articulo.mercadolibre.com.co/MCO-598360348-manilla-de-seguridad-brazaletes-vip-papel-tyvek-para-eventos-_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,70000,1,True,2040-12-09T04:00:00.000Z,False,[],MCO40433,False,False,xd_drop_off,me2,[],,,166137471,COLORGRAFFPLUSS,36.0,1944.44,0.0,COP,
MCO595032975,Compatible Con Las Fundas Ouc60270,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-595032975-compatible-con-las-fundas-ouc60270-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,82066,1,True,2040-11-12T04:00:00.000Z,False,[],MCO40433,False,False,xd_drop_off,me2,['MCO-chg-threshold-Jan-23'],,,652703678,JOSEYOSIMARGARCIARAMOS,12.0,6838.83,0.0,COP,USARemote
