id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO611076626,Figura De Cartón Vertical Tamaño Real Con Gráficos Avanzados,new,gold_special,https://articulo.mercadolibre.com.co/MCO-611076626-figura-de-carton-vertical-tamano-real-con-graficos-avanzados-_JM,buy_it_now,MCO,MCO118007,MCO-EVENT_TICKETS,437900,1,True,2041-03-04T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,25789673,ACHAPARRO,36,12163.89,0,COP,Pyle
MCO895008870,Entrada Led All-pro De Seguridad Exterior Fes0650lpcw 600 Lú,new,gold_special,https://articulo.mercadolibre.com.co/MCO-895008870-entrada-led-all-pro-de-seguridad-exterior-fes0650lpcw-600-lu-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,396000,1,True,2042-05-11T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,492977375,JHONGREAT.COM,36,11000.0,0,COP,All Pro
MCO611076651,Disney Junior Jake And The Never Land Pirates - Barco Pirata,new,gold_special,https://articulo.mercadolibre.com.co/MCO-611076651-disney-junior-jake-and-the-never-land-pirates-barco-pirata-_JM,buy_it_now,MCO,MCO118007,MCO-EVENT_TICKETS,375900,1,True,2041-03-04T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,25789673,ACHAPARRO,36,10441.67,0,COP,Pyle
MCO878057971,Mochila Transparente Transparente Para Conciertos Es,new,gold_special,https://articulo.mercadolibre.com.co/MCO-878057971-mochila-transparente-transparente-para-conciertos-es-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,211990,1,True,2042-03-30T04:00:00.000Z,False,[],MCO40433,False,True,drop_off,me2,['mandatory_free_shipping'],,,1096880173,PUELLOETELVINA20220327211457,36,5888.61,0,COP,Genérica
MCO893832588,Prime Business Checks Sobres Tintados De Seguridad De Doble ,new,gold_special,https://articulo.mercadolibre.com.co/MCO-893832588-prime-business-checks-sobres-tintados-de-seguridad-de-doble-_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,285000,1,True,2042-05-08T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,72056018,MARIKDITAS CO,36,7916.67,0,COP,Prime Business Checks
MCO894422837,"Los Resbalones Punta (40 Resbalones, Gracias Yous).",new,gold_special,https://articulo.mercadolibre.com.co/MCO-894422837-los-resbalones-punta-40-resbalones-gracias-yous-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,231000,1,True,2042-05-10T04:00:00.000Z,False,[],MCO40433,False,True,cross_docking,me2,['mandatory_free_shipping'],,,660574270,TATITEL.CO,36,6416.67,0,COP,Tip Slip
MCO1292655319,Figura De Cartón Vertical Tamaño Real Con Gráficos Avanzados,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1292655319-figura-de-carton-vertical-tamano-real-con-graficos-avanzados-_JM,buy_it_now,MCO,MCO118007,MCO-EVENT_TICKETS,437900,1,True,2043-05-03T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,490041103,DASANSHOP,36,12163.89,0,COP,Pyle
MCO2188047594,Boleto De Nixon Ii,new,gold_special,https://articulo.mercadolibre.com.co/MCO-2188047594-boleto-de-nixon-ii-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,514000,1,True,2044-01-26T04:00:00.000Z,False,[],MCO40433,False,True,cross_docking,me2,['mandatory_free_shipping'],,,192538642,MIBICY_COM,36,14277.78,0,COP,Nixon
MCO1554846226,Cartón Personas Kylo Ren Acción Tamaño Vida Cartón,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1554846226-carton-personas-kylo-ren-accion-tamano-vida-carton-_JM,buy_it_now,MCO,MCO118007,MCO-EVENT_TICKETS,383900,1,True,2043-05-03T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,490041103,DASANSHOP,36,10663.89,0,COP,Pyle
MCO1327935129,Renée Fleming En Concierto.,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1327935129-renee-fleming-en-concierto-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,230000,1,True,2043-08-13T04:00:00.000Z,False,[],MCO40433,False,True,cross_docking,me2,['mandatory_free_shipping'],,,660574270,TATITEL.CO,36,6388.89,0,COP,
