id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO1345772711,"Karol G - Tatuajes Temporales De 20 Piezas, Tatuajes De Cora",new,gold_special,https://articulo.mercadolibre.com.co/MCO-1345772711-karol-g-tatuajes-temporales-de-20-piezas-tatuajes-de-cora-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,93264,1,True,2043-10-02T04:00:00.000Z,False,[],MCO40433,False,True,drop_off,me2,['mandatory_free_shipping'],,,249845560,VITERMARKET,36.0,2590.67,0.0,COP,Quality Life
MCO602899347,Manillas Seguridad Papel Tyvek Eventos ( 1.000 Impresas ),new,gold_special,https://articulo.mercadolibre.com.co/MCO-602899347-manillas-seguridad-papel-tyvek-eventos-1000-impresas--_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,142000,50,True,2041-01-15T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,166137471,COLORGRAFFPLUSS,36.0,3944.44,0.0,COP,
MCO1180054990,"Mochila Transparente Aprobada Por El Estadio Para Nias, Jueg",new,gold_special,https://articulo.mercadolibre.com.co/MCO-1180054990-mochila-transparente-aprobada-por-el-estadio-para-nias-jueg-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,215672,1,True,2043-01-02T04:00:00.000Z,False,[],MCO40433,False,True,drop_off,me2,['mandatory_free_shipping'],,,249845560,VITERMARKET,36.0,5990.89,0.0,COP,Eccliy
MCO602897535,Manilla Seguridad Papel Tyvek Para Eventos ( 1.000 Und ),new,gold_special,https://articulo.mercadolibre.com.co/MCO-602897535-manilla-seguridad-papel-tyvek-para-eventos-1000-und--_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,132000,1,True,2041-01-15T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,['mandatory_free_shipping'],,,166137471,COLORGRAFFPLUSS,36.0,3666.67,0.0,COP,
MCO602899159,Manillas Seguridad Papel Tyvek Para Eventos ( 100 Impresas ),new,gold_special,https://articulo.mercadolibre.com.co/MCO-602899159-manillas-seguridad-papel-tyvek-para-eventos-100-impresas--_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,30000,50,True,2041-01-15T04:00:00.000Z,False,[],MCO40433,False,False,xd_drop_off,me2,[],,,166137471,COLORGRAFFPLUSS,36.0,833.33,0.0,COP,
MCO602899762,Manilla Seguridad Papel Tyvek Para Eventos ( 100 Unidades ),new,gold_special,https://articulo.mercadolibre.com.co/MCO-602899762-manilla-seguridad-papel-tyvek-para-eventos-100-unidades--_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,25000,1,True,2041-01-15T04:00:00.000Z,False,[],MCO40433,False,False,xd_drop_off,me2,[],,,166137471,COLORGRAFFPLUSS,36.0,694.44,0.0,COP,
MCO860862699,Manillas Seguridad Papel Tyvek Eventos ( 600 Impresas ),new,gold_special,https://articulo.mercadolibre.com.co/MCO-860862699-manillas-seguridad-papel-tyvek-eventos-600-impresas--_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,94000,1,True,2042-02-11T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,"['MCO-chg-threshold-Jan-23', 'mandatory_free_shipping']",,,166137471,COLORGRAFFPLUSS,36.0,2611.11,0.0,COP,
MCO839182590,Venta Paquete De 300 Tokens Chaturbate,new,gold_special,https://articulo.mercadolibre.com.co/MCO-839182590-venta-paquete-de-300-tokens-chaturbate-_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,96000,1,True,2042-05-04T11:17:05.000Z,False,[],MCO40433,False,False,not_specified,not_specified,[],,,62712393,CASARICOH,36.0,2666.67,0.0,COP,
MCO820124073,Manillas Seguridad Papel Tyvek Para Eventos ( 150 Impresas ),new,gold_special,https://articulo.mercadolibre.com.co/MCO-820124073-manillas-seguridad-papel-tyvek-para-eventos-150-impresas--_JM,buy_it_now,MCO,MCO166867,MCO-EVENT_TICKETS,38500,50,True,2041-10-07T04:00:00.000Z,False,[],MCO40433,False,False,xd_drop_off,me2,[],,,166137471,COLORGRAFFPLUSS,36.0,1069.44,0.0,COP,
MCO1328593897,Impermeables Desechables Por Mayor 48 Und,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1328593897-impermeables-desechables-por-mayor-48-und-_JM,buy_it_now,MCO,MCO118006,MCO-CONCERT_TICKETS,90000,50,True,2043-08-15T04:00:00.000Z,False,[],MCO40433,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,36219750,SUMINISTROS SUSTENTABLESBOGOTÁ,12.0,7500.0,0.0,COP,
