id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,original_price,available_quantity,accepts_mercadopago,stop_time,catalog_listing,promotions,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,installments_quantity,installments_amount,installments_rate,installments_currency_id,brand_value_name
MCO2000933450,Colombia Billetes  1000 Pesos  Formato Grande Y Corto,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-2000933450-colombia-billetes-1000-pesos-formato-grande-y-corto-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,42900,,1,True,2043-10-27T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,179783507,LEONZ146,12.0,3575.0,0.0,COP,Jorge Eliecer Gaitan
MCO636400321,Pósteres - Trends International Mean Girls - Burn Book Wall ,new,gold_special,https://articulo.mercadolibre.com.co/MCO-636400321-posteres-trends-international-mean-girls-burn-book-wall-_JM,buy_it_now,MCO,MCO168946,MCO-POSTERS,186000,,1,True,2041-06-11T04:00:00.000Z,False,[],MCO1367,False,True,cross_docking,me2,['mandatory_free_shipping'],,,315504023,MAUJA_GROUP,36.0,5166.67,0.0,COP,
MCO474844987,Moneda Canada 10 Centavos Conmemorativa 2002 Reina Isabel Ii,used,gold_special,https://articulo.mercadolibre.com.co/MCO-474844987-moneda-canada-10-centavos-conmemorativa-2002-reina-isabel-ii-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,12000,,1,True,2038-06-17T20:01:50.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,285275226,IJGU IJGU,,,,,
MCO452168675,Colombia  Reposición 100 Pesos Oro 20 Julio 1973,used,gold_special,https://articulo.mercadolibre.com.co/MCO-452168675-colombia-reposicion-100-pesos-oro-20-julio-1973-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,60000,,1,True,2037-07-08T15:57:09.000Z,False,[],MCO1367,False,False,drop_off,me2,[],,,91086457,NIKY6919,36.0,1666.67,0.0,COP,
MCO1378712537,"Soporte Para Banderas De Escritorio, Base De Mástil, Asiento",new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1378712537-soporte-para-banderas-de-escritorio-base-de-mastil-asiento-_JM,buy_it_now,MCO,MCO393901,MCO-FLAGS,80134,,50,True,2044-01-02T04:00:00.000Z,False,[],MCO1367,False,True,drop_off,me2,['mandatory_free_shipping'],,,1229216347,CNKEQIDIANZI0597-COR,12.0,6677.83,0.0,COP,Generic
MCO860869469,"Moneda México 2 Pesos Bimetalico Año 1998, Circulado",used,gold_special,https://articulo.mercadolibre.com.co/MCO-860869469-moneda-mexico-2-pesos-bimetalico-ano-1998-circulado-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,8000,,1,True,2042-02-11T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,285275226,IJGU IJGU,,,,,
MCO1806686046,Quemador De Cifras / Numeraciones Para Marcar Ganado,new,gold_pro,https://articulo.mercadolibre.com.co/MCO-1806686046-quemador-de-cifras-numeraciones-para-marcar-ganado-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,350000,,1,True,2043-08-16T04:00:00.000Z,False,[],MCO1367,False,True,drop_off,me2,['mandatory_free_shipping'],,,1379943428,FABRIMARCASELFUELLE,12.0,29166.67,0.0,COP,FABRIMARCAS EL FUELLE
MCO508397964,"Colombia Dúo Consecutivo, 50 Pesos Oro 20 1973",new,gold_special,https://articulo.mercadolibre.com.co/MCO-508397964-colombia-duo-consecutivo-50-pesos-oro-20-1973-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,45000,,1,True,2039-03-26T04:00:00.000Z,False,[],MCO1367,False,False,drop_off,me2,[],,,91086457,NIKY6919,36.0,1250.0,0.0,COP,
MCO908842827,Bandera 35 Paises Disponibles Envio A Nivel  Nacional,new,gold_special,https://articulo.mercadolibre.com.co/MCO-908842827-bandera-35-paises-disponibles-envio-a-nivel-nacional-_JM,buy_it_now,MCO,MCO393901,MCO-FLAGS,78947,94400.0,250,True,2042-10-16T00:25:34.000Z,False,[],MCO1367,False,True,cross_docking,me2,[],,,527435824,VARIEDADYCULTURA,36.0,2192.97,0.0,COP,
MCO571558901,Uniforme N° 3  Policia,new,gold_special,https://articulo.mercadolibre.com.co/MCO-571558901-uniforme-n-3-policia-_JM,buy_it_now,MCO,MCO439586,MCO-TACTICAL_UNIFORMS,1450000,,1,True,2040-07-23T13:46:43.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,"['self_service_in', 'mandatory_free_shipping']",,,364785996,PUNTADAS-JUVENTUD,36.0,40277.78,0.0,COP,Puntadas juventud
MCO1199490868,Monedas Antiguas ,used,gold_special,https://articulo.mercadolibre.com.co/MCO-1199490868-monedas-antiguas-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,799999,,1,True,2043-01-17T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,31746316,MARSILVAMORENO,36.0,22222.19,0.0,COP,
MCO939288660,Colombia 20 Pesos Oro 1982 Sin Circular Unc,new,gold_special,https://articulo.mercadolibre.com.co/MCO-939288660-colombia-20-pesos-oro-1982-sin-circular-unc-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,9900,,1,True,2042-08-01T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,179783507,LEONZ146,,,,,
MCO1326992320,Hermoso Telefono Antiguo Vintage Decorativo,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1326992320-hermoso-telefono-antiguo-vintage-decorativo-_JM,buy_it_now,MCO,MCO442119,MCO-ANTIQUE_TELEPHONES,228000,240000.0,1,True,2043-03-13T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,"['self_service_out', 'mandatory_free_shipping']",,,379921863,TODOENCOLECCIONES,36.0,6333.33,0.0,COP,United States Telephone Company
MCO1264253426,Quarter De Dolar 1974 D(denver) Washington Aguila,used,gold_pro,https://articulo.mercadolibre.com.co/MCO-1264253426-quarter-de-dolar-1974-ddenver-washington-aguila-_JM,buy_it_now,MCO,MCO9355,MCO-COINS,250000,,1,True,2043-02-23T04:00:00.000Z,False,[],MCO1367,False,True,xd_drop_off,me2,[],,,582524681,COMPRA A1CLICK,12.0,20833.33,0.0,COP,
MCO1202082800,Billete Antiguo De 5000 Liras Italianas (unc),new,gold_special,https://articulo.mercadolibre.com.co/MCO-1202082800-billete-antiguo-de-5000-liras-italianas-unc-_JM,buy_it_now,MCO,MCO9356,MCO-COLLECTIBLE_BILLS,80000,,1,True,2043-01-19T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,[],,,127729846,MERCADOLOGISTICO,36.0,2222.22,0.0,COP,
MCO1980448916,Telefono Antiguo De Mesa Decorativo Six Original,new,gold_special,https://articulo.mercadolibre.com.co/MCO-1980448916-telefono-antiguo-de-mesa-decorativo-six-original-_JM,buy_it_now,MCO,MCO442119,MCO-ANTIQUE_TELEPHONES,56905,59900.0,1,True,2043-10-18T04:00:00.000Z,False,[],MCO1367,False,False,xd_drop_off,me2,['self_service_out'],,,379921863,TODOENCOLECCIONES,36.0,1580.69,0.0,COP,Antiguo
