id,title,condition,catalog_product_id,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,official_store_id,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname,brand_value_name
MCO2215765766,Hyundai Getz / Modelo 2010,used,MCO17052776,gold_premium,https://carro.mercadolibre.com.co/MCO-2215765766-hyundai-getz-modelo-2010-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,29800000,1,,False,2024-03-20T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNBTDUxODMwOA', 'name': 'Calasanz'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2609158, 'longitude': -75.5989846}","{'contact': 'TOMAS BOTERO', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1163774595,TUC_ELDIAMANTE,Hyundai
MCO2215699352,Chevrolet Nqr,used,,gold_premium,https://vehiculo.mercadolibre.com.co/MCO-2215699352-chevrolet-nqr-_JM,classified,MCO,MCO41696,MCO-TRUCKS,160000000,1,,False,2024-03-20T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0NBSmUwZTcz', 'name': 'Cajicá'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.9187217, 'longitude': -74.022557}","{'contact': 'Pedro Rodriguez Gomez', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1074743086,TUC_CAJICA2,Chevrolet
MCO1393744943,Kia Picanto Ekotaxi / Modelo 2023,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-1393744943-kia-picanto-ekotaxi-modelo-2023-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,100000000,1,,False,2024-03-20T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlZJTDcxODI0Mw', 'name': 'Villa Hermosa'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 5.9923174, 'longitude': -75.1805005}","{'contact': 'MARTHA ELENA SUAZA', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1163774595,TUC_ELDIAMANTE,Kia
MCO1393677151,Hyundai Grand I10 Illusion 10 Active 2016,used,MCO17052898,gold_premium,https://carro.mercadolibre.com.co/MCO-1393677151-hyundai-grand-i10-illusion-10-active-2016-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,36500000,1,,False,2024-03-20T04:00:04.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlZJTDEzNDM3', 'name': 'Villa Luz'}, 'city': {'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativa'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6830603, 'longitude': -74.10858}","{'contact': 'Freddy Gutierrez', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1689096543,FGUTIERREZ39084,Hyundai
MCO1393651183,Nissan Frontier 2.5 Mecánica Diesel 4x4  2020 ,used,MCO17061841,gold_premium,https://carro.mercadolibre.com.co/MCO-1393651183-nissan-frontier-25-mecanica-diesel-4x4-2020-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,112000000,1,,False,2024-03-20T04:00:05.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMUDI3MDA0Ng', 'name': 'El Poblado'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2034815, 'longitude': -75.5716589}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1059795339,RECA448784,Nissan
MCO1393712887,Toyota Prado 3.0 Tx-l Fl 2016,used,MCO17067817,gold_premium,https://carro.mercadolibre.com.co/MCO-1393712887-toyota-prado-30-tx-l-fl-2016-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,185000000,1,,False,2024-03-20T04:00:04.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMUDI3MDA0Ng', 'name': 'El Poblado'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2034815, 'longitude': -75.5716589}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1231069331,LIDA4832519,Toyota
MCO1393660629,Nissan Np300 Frontier 2017,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-1393660629-nissan-np300-frontier-2017-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,72000000,1,,False,2024-03-20T04:00:43.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkNFTjM2Njgw', 'name': 'Centroaméricas'}, 'city': {'id': 'TUNPQ0tFTjQyODYy', 'name': 'Kennedy'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': 'Jorge Gomez', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1691305116,JGOMEZ66793,Nissan
MCO2215648442,Chevrolet Tahoe 5.3 Z71 2021,used,,gold_premium,https://carro.mercadolibre.com.co/MCO-2215648442-chevrolet-tahoe-53-z71-2021-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,310000000,1,,False,2024-03-20T04:01:16.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMUDI3MDA0Ng', 'name': 'El Poblado'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2034815, 'longitude': -75.5716589}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1743,False,False,,not_specified,[],,,1184268619,CANOANDRES70,Chevrolet
MCO2215590034,Renault Duster Dynamique 2014,used,MCO17064256,gold_premium,https://carro.mercadolibre.com.co/MCO-2215590034-renault-duster-dynamique-2014-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,46800000,1,1728.0,False,2024-06-18T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBOTY0ODM', 'name': 'La Hortua'}, 'city': {'id': 'TUNPQ0FOVDMyNjIx', 'name': 'Antonio Nariño'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Renault
MCO2215576646,Nissan Versa Advance 2014,used,MCO17062979,gold_premium,https://carro.mercadolibre.com.co/MCO-2215576646-nissan-versa-advance-2014-_JM,classified,MCO,MCO1744,MCO-CARS_AND_VANS,41800000,1,1728.0,False,2024-06-18T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkFMSDMzNzQ0', 'name': 'Alhambra'}, 'city': {'id': 'TUNPQ1NVQjUzNzQ4', 'name': 'Suba'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6994048, 'longitude': -74.0601215}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],AutoExpo,MCO1743,False,False,,not_specified,[],,,1669576395,AUAU20240206112003,Nissan
